dpkts,doctets,input,output,srcport,dstport,prot,tos,tcp_flags,Label
1,1492,338,338,362,47024,6,0,16,0
2,104,338,338,47038,443,6,0,16,0
5,7460,338,338,469,47038,6,0,16,0
1,52,338,338,55158,443,6,0,16,0
1,52,338,338,292,46350,6,0,16,0
1,52,338,338,47852,443,6,0,16,0
1,470,338,338,38302,443,6,0,24,0
1,1470,338,338,370,38302,6,0,16,0
1,52,338,338,44046,443,6,0,16,0
1,52,338,338,55610,443,6,0,16,0
1,1440,338,338,85,44050,6,0,16,0
1,796,338,338,58834,443,6,0,24,0
1,52,338,338,136,59300,6,0,16,0
1,52,338,338,53284,443,6,0,16,0
1,52,338,338,384,40930,6,0,16,0
6,508,338,338,42734,443,6,0,24,0
1,52,338,338,54220,443,6,0,16,0
3,2992,338,338,167,54220,6,0,24,0
1,114,338,338,350,37506,6,0,24,0
1,40,338,338,60398,443,6,0,16,0
1,1470,338,338,34,55024,6,0,16,0
1,52,338,338,57464,443,6,0,16,0
1,52,338,338,51544,443,6,0,16,0
1,273,338,338,33836,443,6,0,24,0
4,5880,338,338,492,33894,6,0,16,0
1,52,338,338,41696,443,6,0,16,0
1,91,338,338,46314,443,6,0,24,0
1,52,338,338,80,39592,6,0,17,0
2,1700,338,338,255,60398,6,0,24,0
1,52,338,338,33,42970,6,0,16,0
1,76,338,338,293,58838,6,0,24,0
1,1492,338,338,465,56278,6,0,16,0
1,1492,338,338,329,40154,6,0,16,0
1,1492,338,338,19,40160,6,0,16,0
1,413,338,338,47940,443,6,0,24,0
1,632,338,338,44,35274,6,0,24,0
1,52,338,338,35274,443,6,0,16,0
1,1492,338,338,344,47932,6,0,16,0
1,52,338,338,40154,443,6,0,16,0
1,52,338,338,34704,443,6,0,16,0
1,40,338,338,40822,443,6,0,16,0
1,431,338,338,40700,80,6,0,24,0
1,52,338,338,58388,443,6,0,16,0
1,52,338,338,59648,80,6,0,17,0
1,91,338,338,53284,443,6,0,24,0
1,52,338,338,384,40930,6,0,16,0
1,52,338,338,114,38820,6,0,16,0
1,40,338,338,443,44808,6,0,4,0
1,60,338,338,80,45262,6,0,18,0
1,52,338,338,48092,443,6,0,16,0
1,222,338,338,440,50612,6,0,24,0
3,156,338,338,47624,443,6,0,16,0
1,52,338,338,42538,443,6,0,16,0
5,6994,338,338,11,47624,6,0,24,0
1,52,338,338,52242,443,6,0,16,0
1,1470,338,338,389,49158,6,0,16,0
1,60,338,338,33266,443,6,0,2,0
4,4462,338,338,68,52242,6,0,16,0
1,293,338,338,34226,443,6,0,24,0
1,52,338,338,34234,443,6,0,16,0
1,1492,338,338,276,34234,6,0,16,0
1,40,338,338,214,40470,6,0,16,0
1,52,338,338,38912,443,6,0,16,0
1,52,338,338,52488,443,6,0,16,0
1,569,338,338,47796,443,6,0,24,0
1,1492,338,338,446,54118,6,0,16,0
1,1492,338,338,222,50408,6,0,16,0
3,4476,338,338,437,47726,6,0,16,0
1,52,338,338,37674,443,6,0,16,0
1,178,338,338,42738,443,6,0,24,0
5,7460,338,338,468,37688,6,0,16,0
2,104,338,338,37688,443,6,0,16,0
1,52,338,338,37708,443,6,0,16,0
1,52,338,338,304,43122,6,0,16,0
1,52,338,338,59522,443,6,0,16,0
1,632,338,338,431,43154,6,0,24,0
1,1470,338,338,305,36336,6,0,16,0
1,1308,338,338,266,60960,6,0,24,0
1,1470,338,338,293,59522,6,0,16,0
2,104,338,338,36336,443,6,0,16,0
2,1522,338,338,378,33266,6,0,16,0
1,1492,338,338,273,55914,6,0,16,0
1,80,65535,338,0,1281,1,192,0,0
1,52,338,338,55922,443,6,0,17,0
1,52,338,338,55948,443,6,0,16,0
6,8952,338,338,251,34792,6,0,16,0
2,104,338,338,34792,443,6,0,16,0
1,52,338,338,144,57936,6,0,16,0
2,168,338,338,33492,443,6,0,24,0
1,1470,338,338,353,50344,6,0,16,0
1,52,338,338,48154,443,6,0,16,0
2,104,338,338,50328,443,6,0,16,0
1,1470,338,338,40,50328,6,0,24,0
1,52,338,338,50950,443,6,0,16,0
41,61172,338,338,26,45196,6,0,16,0
12,624,338,338,45196,443,6,0,16,0
1,569,338,338,58824,443,6,0,24,0
1,1492,338,338,437,47726,6,0,16,0
1,52,338,338,47726,443,6,0,16,0
1,197,338,338,53794,443,6,0,24,0
2,3132,338,338,134,53794,6,0,24,0
6,8558,338,338,312,45584,6,0,24,0
1,52,338,338,42620,443,6,0,16,0
4,208,338,338,45584,443,6,0,16,0
1,79,338,338,375,56748,17,0,0,0
1,1480,338,338,316,52468,6,0,16,0
1,52,338,338,331,33926,6,0,16,0
1,1492,338,338,305,37156,6,0,16,0
1,1470,338,338,60,39156,6,0,16,0
1,1470,338,338,256,55236,6,0,16,0
1,40,338,338,34928,443,6,0,16,0
1,1440,338,338,162,53624,6,0,16,0
1,178,338,338,51530,443,6,0,24,0
1,52,338,338,33,38908,6,0,16,0
1,40,338,338,379,34928,6,0,16,0
1,52,338,338,53954,80,6,0,16,0
1,52,338,338,478,45354,6,0,16,0
1,52,338,338,60894,443,6,0,16,0
1,267,338,338,49740,443,6,0,24,0
1,252,338,338,431,42620,6,0,24,0
1,2868,338,338,59450,443,6,0,16,0
1,52,338,338,276,34234,6,0,16,0
1,1492,338,338,240,53106,6,0,16,0
1,257,338,338,511,52488,6,0,24,0
1,52,338,338,40492,443,6,0,16,0
1,52,338,338,51530,443,6,0,16,0
1,52,338,338,53794,443,6,0,16,0
1,52,338,338,38912,443,6,0,16,0
1,52,338,338,165,52426,6,0,16,0
1,176,338,338,42620,443,6,0,24,0
1,454,338,338,73,56206,6,0,24,0
1,52,338,338,59450,443,6,0,16,0
1,91,338,338,33266,443,6,0,24,0
1,52,338,338,44166,443,6,0,16,0
1,1492,338,338,437,49916,6,0,16,0
1,1492,338,338,358,49922,6,0,16,0
1,1492,338,338,251,44200,6,0,16,0
3,4476,338,338,253,49932,6,0,16,0
3,156,338,338,49932,443,6,0,16,0
1,1492,338,338,105,42458,6,0,16,0
1,1583,338,338,402,44194,6,0,24,0
1,1470,338,338,289,36842,6,0,16,0
1,1470,338,338,333,40194,6,0,16,0
1,1470,338,338,325,53876,6,0,16,0
3,156,338,338,36842,443,6,0,16,0
1,52,338,338,215,55642,6,0,16,0
1,60,338,338,39520,443,6,0,2,0
1,40,338,338,39524,443,6,0,16,0
1,1431,338,338,368,39526,6,0,24,0
1,1470,338,338,434,55722,6,0,16,0
1,52,338,338,53566,443,6,0,16,0
1,40,338,338,43576,443,6,0,16,0
1,52,338,338,187,39394,6,0,16,0
1,179,338,338,452,53566,6,0,24,0
1,52,338,338,55618,443,6,0,16,0
4,5880,338,338,358,41578,6,0,16,0
1,52,338,338,477,36012,6,0,16,0
2,415,338,338,36012,443,6,0,24,0
1,52,338,338,3,41648,6,0,16,0
1,1492,338,338,134,53794,6,0,16,0
2,143,338,338,38352,443,6,0,24,0
1,60,338,338,51280,443,6,0,2,0
1,52,338,338,42490,443,6,0,16,0
1,52,338,338,151,59450,6,0,16,0
1,1470,338,338,148,42192,6,0,16,0
1,52,338,338,143,42190,6,0,16,0
5,4587,338,338,208,43576,6,0,24,0
3,1574,338,338,430,38352,6,0,16,0
1,248,338,338,55908,443,6,0,24,0
1,1470,338,338,452,53566,6,0,16,0
1,40,338,338,43576,443,6,0,16,0
1,52,338,338,95,55908,6,0,16,0
1,52,338,338,35894,80,6,0,16,0
1,329,338,338,41578,443,6,0,24,0
1,52,338,338,389,49158,6,0,16,0
1,52,338,338,40110,443,6,0,16,0
1,64,338,338,33492,443,6,0,16,0
1,52,338,338,17,59280,6,0,16,0
1,52,338,338,47726,443,6,0,16,0
1,236,338,338,449,49740,6,0,24,0
2,2257,338,338,134,53794,6,0,24,0
1,52,338,338,53794,443,6,0,16,0
1,52,338,338,49740,443,6,0,16,0
1,76,338,338,430,37762,6,0,24,0
1,124,338,338,54086,443,6,0,24,0
1,145,338,338,33214,443,6,0,24,0
1,40,338,338,356,55760,6,0,16,0
1,52,338,338,253,49932,6,0,16,0
1,52,338,338,642,55120,6,0,16,0
1,78,338,338,52426,443,6,0,24,0
1,2868,338,338,59450,443,6,0,16,0
1,52,338,338,56206,443,6,0,16,0
2,104,338,338,53794,443,6,0,16,0
1,71,338,338,52426,443,6,0,24,0
1,80,65535,338,0,1281,1,192,0,0
1,52,338,338,39572,80,6,0,17,0
1,1492,338,338,275,48048,6,0,16,0
1,52,338,338,50622,443,6,0,16,0
1,52,338,338,49634,443,6,0,16,0
3,156,338,338,49646,443,6,0,16,0
6,8059,338,338,250,49646,6,0,24,0
1,1470,338,338,227,40450,6,0,16,0
1,178,338,338,43306,443,6,0,24,0
1,376,338,338,206,43310,6,0,24,0
1,52,338,338,439,43918,6,0,16,0
2,104,338,338,41082,443,6,0,16,0
4,208,338,338,38890,443,6,0,16,0
4,5968,338,338,19,38890,6,0,16,0
2,2940,338,338,101,41082,6,0,16,0
1,433,338,338,36250,80,6,0,24,0
1,865,338,338,70,43348,6,0,24,0
1,52,338,338,42410,443,6,0,16,0
1,632,338,338,188,43600,6,0,24,0
1,1470,338,338,427,54578,6,0,16,0
3,3570,338,338,434,60690,6,0,24,0
1,52,338,338,47774,80,6,0,16,0
1,52,338,338,41082,443,6,0,16,0
1,91,338,338,38240,443,6,0,24,0
1,116,338,338,50654,443,6,0,24,0
2,104,338,338,39068,443,6,0,16,0
1,52,338,338,53916,443,6,0,16,0
1,52,338,338,38306,443,6,0,16,0
1,1470,338,338,92,42418,6,0,16,0
1,1470,338,338,467,57714,6,0,24,0
1,52,338,338,370,38306,6,0,16,0
1,91,338,338,57714,443,6,0,24,0
1,52,338,338,60690,443,6,0,16,0
1,1470,338,338,434,60690,6,0,16,0
1,40,338,338,213,52212,6,0,16,0
1,40,338,338,60296,443,6,0,16,0
1,1470,338,338,359,46246,6,0,16,0
1,91,338,338,55208,443,6,0,24,0
1,52,338,338,505,36250,6,0,16,0
1,83,338,338,51183,53,17,0,0,0
1,74,338,338,56762,53,17,0,0,0
1,1470,338,338,441,52456,6,0,16,0
1,1492,338,338,135,54866,6,0,16,0
1,52,338,338,56690,443,6,0,16,0
1,98,338,338,46928,443,6,0,24,0
1,59,338,338,48716,53,17,0,0,0
1,52,338,338,36744,443,6,0,16,0
7,10444,338,338,487,36744,6,0,24,0
1,322,338,338,491,45264,17,0,0,0
2,2940,338,338,287,48460,6,0,16,0
2,2940,338,338,88,51660,6,0,16,0
1,795,338,338,476,42126,6,0,24,0
1,1470,338,338,467,57714,6,0,24,0
1,52,338,338,505,42824,6,0,16,0
1,52,338,338,25,34800,6,0,16,0
2,508,338,338,51660,443,6,0,24,0
2,2984,338,338,388,51400,6,0,16,0
1,110,338,338,416,38031,17,0,0,0
1,52,338,338,58356,443,6,0,16,0
1,1105,338,338,253,58356,6,0,24,0
2,2984,338,338,467,49974,6,0,16,0
2,135,338,338,86,34794,6,0,24,0
1,178,338,338,58394,443,6,0,24,0
2,215,338,338,34800,443,6,0,24,0
1,52,338,338,48292,443,6,0,16,0
1,91,338,338,76,48714,6,0,24,0
5,1912,338,338,370,38306,6,0,24,0
3,625,338,338,38306,443,6,0,24,0
1,52,338,338,505,42824,6,0,16,0
1,142,338,338,39056,443,6,0,24,0
1,91,338,338,48572,443,6,0,24,0
1,52,338,338,443,39174,6,0,17,0
2,104,338,338,49974,443,6,0,16,0
1,52,338,338,211,51096,6,0,16,0
1,1492,338,338,175,35596,6,0,16,0
1,52,338,338,37232,80,6,0,16,0
1,116,338,338,44642,443,6,0,24,0
1,52,338,338,57508,443,6,0,16,0
1,60,338,338,60374,53,17,0,0,0
1,52,338,338,59554,443,6,0,16,0
1,577,338,338,44634,443,6,0,24,0
1,40,338,338,345,60378,6,0,16,0
1,1492,338,338,319,59554,6,0,16,0
1,52,338,338,487,36540,6,0,16,0
1,52,338,338,36536,443,6,0,16,0
3,156,338,338,49652,443,6,0,16,0
6,8952,338,338,453,49652,6,0,16,0
1,52,338,338,54282,443,6,0,16,0
1,1470,338,338,311,36064,6,0,16,0
1,1470,338,338,33,41758,6,0,24,0
2,104,338,338,41758,443,6,0,16,0
1,1470,338,338,361,41128,6,0,24,0
1,52,338,338,45524,443,6,0,16,0
1,52,338,338,45532,443,6,0,16,0
1,52,338,338,443,45536,6,0,17,0
5,7350,338,338,465,55168,6,0,16,0
4,208,338,338,55168,443,6,0,16,0
1,52,338,338,45560,443,6,0,16,0
1,52,338,338,54490,443,6,0,16,0
1,52,338,338,44650,443,6,0,16,0
6,8114,338,338,192,54490,6,0,24,0
1,1470,338,338,232,56054,6,0,24,0
1,1448,338,338,106,55390,6,0,16,0
2,104,338,338,56054,443,6,0,16,0
1,1470,338,338,263,41602,6,0,16,0
1,52,338,338,40030,443,6,0,16,0
1,1470,338,338,510,34468,6,0,16,0
1,1173,338,338,184,40030,6,0,24,0
1,1470,338,338,476,55284,6,0,16,0
2,104,338,338,54204,443,6,0,16,0
1,83,338,338,422,40238,6,0,24,0
1,1492,338,338,302,50370,6,0,16,0
2,104,338,338,50370,443,6,0,16,0
1,52,338,338,394,41536,6,0,16,0
1,52,338,338,55390,443,6,0,16,0
4,3107,338,338,446,54204,6,0,24,0
5,410,338,338,38374,443,6,0,24,0
1,1470,338,338,287,44354,6,0,16,0
4,3118,338,338,128,46546,6,0,24,0
1,1470,338,338,9,54542,6,0,16,0
1,52,338,338,35490,443,6,0,17,0
1,52,338,338,33100,443,6,0,16,0
1,1448,338,338,455,55292,6,0,16,0
1,52,338,338,55292,443,6,0,16,0
1,1448,338,338,71,55294,6,0,16,0
1,228,338,338,55168,443,6,0,24,0
1,1448,338,338,60,51190,6,0,16,0
1,76,338,338,44650,443,6,0,24,0
5,6114,338,338,393,38374,6,0,24,0
1,52,338,338,211,51096,6,0,16,0
1,1470,338,338,66,41688,6,0,16,0
1,52,338,338,45552,443,6,0,16,0
1,52,338,338,33166,443,6,0,16,0
1,121,338,338,40240,443,6,0,24,0
1,52,338,338,33164,443,6,0,16,0
1,125,338,338,350,51708,6,0,24,0
2,2896,338,338,77,33164,6,0,16,0
3,156,338,338,45550,443,6,0,16,0
5,7240,338,338,92,45550,6,0,16,0
1,62,338,338,46347,53,17,0,0,0
1,1448,338,338,196,45552,6,0,16,0
1,52,338,338,41672,80,6,0,16,0
1,52,338,338,50456,443,6,0,16,0
1,183,338,338,58356,443,6,0,24,0
1,193,338,338,138,52272,6,0,24,0
1,82,338,338,781,51678,6,0,24,0
1,52,338,338,211,51096,6,0,16,0
1,52,338,338,58236,443,6,0,16,0
1,60,338,338,53540,443,6,0,2,0
1,1492,338,338,377,58262,6,0,16,0
3,156,338,338,57194,443,6,0,16,0
4,5968,338,338,356,57194,6,0,16,0
1,60,338,338,56624,443,6,0,2,0
3,156,338,338,42130,443,6,0,16,0
3,4208,338,338,495,42130,6,0,24,0
1,52,338,338,54826,443,6,0,16,0
1,60,338,338,443,57312,6,0,18,0
1,52,338,338,57304,443,6,0,16,0
1,52,338,338,57310,443,6,0,16,0
8,10783,338,338,185,57304,6,0,24,0
1,1492,338,338,174,57312,6,0,16,0
1,865,338,338,416,45950,6,0,24,0
1,52,338,338,49828,443,6,0,16,0
1,80,65535,338,0,1281,1,192,0,0
1,52,338,338,45030,443,6,0,17,0
6,8792,338,338,442,54892,6,0,24,0
3,156,338,338,54892,443,6,0,16,0
1,116,338,338,55664,443,6,0,24,0
3,2992,338,338,235,33552,6,0,16,0
2,104,338,338,33552,443,6,0,16,0
1,1470,338,338,291,45412,6,0,24,0
2,2782,338,338,81,50456,6,0,24,0
1,288,338,338,219,35663,17,0,0,0
3,372,338,338,32984,443,6,0,24,0
1,52,338,338,57312,443,6,0,16,0
1,52,338,338,161,44610,6,0,16,0
2,104,338,338,58264,443,6,0,16,0
1,91,338,338,235,33552,6,0,24,0
1,52,338,338,384,44096,6,0,16,0
1,1492,338,338,492,50758,6,0,16,0
1,52,338,338,50758,443,6,0,16,0
1,52,338,338,341,44502,6,0,16,0
1,68,65535,338,0,1281,1,192,0,0
1,40,338,338,40054,443,6,0,4,0
1,52,338,338,291,45412,6,0,16,0
1,1470,338,338,235,33552,6,0,16,0
1,1492,338,338,389,32984,6,0,16,0
1,68,65535,338,0,1281,1,192,0,0
1,40,338,338,54118,443,6,0,4,0
1,1470,338,338,235,33552,6,0,16,0
1,52,338,338,44096,443,6,0,16,0
1,52,338,338,55904,443,6,0,16,0
1,560,338,338,445,37744,6,0,24,0
1,1492,338,338,201,37750,6,0,16,0
5,7460,338,338,184,37756,6,0,16,0
4,208,338,338,37756,443,6,0,16,0
1,434,338,338,60276,80,6,0,24,0
1,428,338,338,41,49464,6,0,24,0
1,60,338,338,443,43148,6,0,18,0
1,52,338,338,49458,443,6,0,16,0
2,2581,338,338,342,49458,6,0,24,0
1,52,338,338,475,53294,6,0,16,0
1,1492,338,338,485,49556,6,0,16,0
1,52,338,338,51130,443,6,0,16,0
1,1492,338,338,483,51134,6,0,16,0
1,692,338,338,83,49590,6,0,24,0
3,4476,338,338,359,51144,6,0,16,0
4,208,338,338,51144,443,6,0,16,0
1,52,338,338,44278,443,6,0,16,0
2,221,338,338,60070,443,6,0,24,0
1,52,338,338,47014,80,6,0,16,0
1,106,338,338,12,56679,17,0,0,0
4,4501,338,338,353,60070,6,0,24,0
1,1470,338,338,342,49458,6,0,16,0
1,52,338,338,53298,443,6,0,16,0
6,8680,338,338,350,48172,6,0,24,0
1,339,338,338,239,36788,6,0,24,0
3,429,338,338,48172,443,6,0,24,0
1,52,338,338,350,48172,6,0,16,0
1,52,338,338,36190,443,6,0,16,0
1,228,338,338,390,40647,17,0,0,0
1,1492,338,338,209,37306,6,0,16,0
1,1492,338,338,500,40444,6,0,16,0
1,52,338,338,43512,443,6,0,16,0
7,10444,338,338,303,43512,6,0,16,0
1,240,338,338,55060,443,6,0,24,0
1,60,338,338,51562,443,6,0,2,0
2,2940,338,338,353,60070,6,0,16,0
3,3408,338,338,235,55060,6,0,24,0
1,1470,338,338,350,55074,6,0,16,0
1,52,338,338,209,41076,6,0,16,0
1,40,338,338,33650,443,6,0,16,0
1,40,338,338,33660,443,6,0,16,0
1,52,338,338,443,45566,6,0,17,0
1,60,338,338,443,45560,6,0,18,0
1,1492,338,338,102,33656,6,0,16,0
1,1492,338,338,59,33654,6,0,16,0
1,71,338,338,351,39606,6,0,24,0
2,2744,338,338,308,45568,6,0,16,0
2,637,338,338,33652,443,6,0,24,0
1,52,338,338,45576,443,6,0,16,0
5,6860,338,338,102,45576,6,0,16,0
1,40,338,338,45592,443,6,0,4,0
1,1492,338,338,463,33660,6,0,16,0
2,2631,338,338,409,33652,6,0,24,0
1,40,338,338,33656,443,6,0,16,0
1,40,338,338,33654,443,6,0,16,0
2,80,338,338,33658,443,6,0,16,0
3,3663,338,338,456,33658,6,0,24,0
1,1507,338,338,309,33650,6,0,24,0
1,52,338,338,34438,443,6,0,16,0
1,80,65535,338,0,1281,1,192,0,0
1,52,338,338,33464,443,6,0,17,0
1,52,338,338,103,38104,6,0,16,0
2,2880,338,338,500,43968,6,0,16,0
2,104,338,338,50294,443,6,0,16,0
1,52,338,338,42684,443,6,0,16,0
1,1470,338,338,35,41500,6,0,16,0
1,1372,338,338,106,33758,6,0,16,0
1,1268,338,338,320,45170,6,0,24,0
1,1470,338,338,390,39380,6,0,24,0
1,52,338,338,42612,443,6,0,16,0
7,9096,338,338,298,33466,6,0,24,0
1,1431,338,338,91,33586,6,0,24,0
1,52,338,338,43094,443,6,0,16,0
1,244,338,338,482,39791,17,0,0,0
1,52,338,338,37812,80,6,0,16,0
1,1472,338,338,120,48742,6,0,16,0
2,2880,338,338,511,47592,6,0,16,0
1,569,338,338,42754,443,6,0,24,0
1,52,338,338,271,38072,6,0,16,0
1,1470,338,338,351,42762,6,0,16,0
1,52,338,338,50938,443,6,0,16,0
2,1505,338,338,398,41044,6,0,24,0
4,288,338,338,45568,443,6,0,24,0
1,52,338,338,44814,443,6,0,16,0
1,52,338,338,92,44568,6,0,16,0
1,52,338,338,447,56766,6,0,16,0
1,1372,338,338,301,35046,6,0,16,0
2,2196,338,338,298,33466,6,0,24,0
1,1372,338,338,308,45568,6,0,16,0
1,52,338,338,500,43968,6,0,16,0
1,52,338,338,45576,443,6,0,16,0
1,759,338,338,45170,443,6,0,24,0
1,91,338,338,44548,443,6,0,24,0
1,52,338,338,48312,443,6,0,17,0
1,52,338,338,43964,443,6,0,16,0
1,52,338,338,102,45576,6,0,16,0
1,625,338,338,46864,443,6,0,24,0
1,1492,338,338,247,59006,6,0,16,0
1,52,338,338,37876,443,6,0,16,0
7,10444,338,338,442,37884,6,0,16,0
1,419,338,338,37884,443,6,0,24,0
1,52,338,338,494,32784,6,0,16,0
3,3479,338,338,384,58092,6,0,24,0
2,143,338,338,58092,443,6,0,24,0
1,52,338,338,51250,443,6,0,16,0
1,80,65535,338,0,1281,1,192,0,0
1,52,338,338,46856,443,6,0,17,0
1,1372,338,338,308,45568,6,0,16,0
1,52,338,338,103,38104,6,0,16,0
1,52,338,338,456,37952,6,0,16,0
2,2984,338,338,334,55866,6,0,16,0
1,52,338,338,55866,443,6,0,16,0
1,52,338,338,54070,443,6,0,16,0
1,40,338,338,33660,443,6,0,16,0
1,139,338,338,308,45568,6,0,24,0
1,40,338,338,443,47022,6,0,4,0
1,674,338,338,463,33660,6,0,24,0
1,52,338,338,47082,443,6,0,16,0
1,210,338,338,456,37952,6,0,24,0
1,52,338,338,41116,443,6,0,16,0
4,5968,338,338,314,41130,6,0,16,0
4,208,338,338,41130,443,6,0,16,0
1,311,338,338,488,38609,17,0,0,0
1,1470,338,338,386,43118,6,0,16,0
2,1823,338,338,511,53684,6,0,24,0
1,60,338,338,47188,443,6,0,2,0
2,178,338,338,39772,443,6,0,24,0
5,6030,338,338,276,39772,6,0,24,0
1,52,338,338,51244,443,6,0,16,0
1,52,338,338,402,59640,6,0,16,0
1,1492,338,338,405,34128,6,0,16,0
1,355,338,338,184,34140,6,0,24,0
1,60,338,338,35185,53,17,0,0,0
1,214,338,338,308,45568,6,0,24,0
1,165,338,338,45568,443,6,0,24,0
1,68,65535,338,0,1281,1,192,0,0
1,40,338,338,34358,443,6,0,4,0
1,91,338,338,51568,443,6,0,24,0
1,118,338,338,27,51274,6,0,24,0
1,166,338,338,35046,443,6,0,24,0
1,52,338,338,37952,443,6,0,16,0
1,40,338,338,443,34376,6,0,17,0
1,137,338,338,308,45568,6,0,24,0
1,52,338,338,45576,443,6,0,16,0
1,52,338,338,468,47996,6,0,16,0
1,52,338,338,45568,443,6,0,16,0
1,68,338,338,37433,53,17,0,0,0
1,372,338,338,41934,443,6,0,24,0
2,296,338,338,45576,443,6,0,24,0
1,83,338,338,47998,443,6,0,24,0
1,565,338,338,301,35046,6,0,24,0
1,52,338,338,37952,443,6,0,16,0
1,128,338,338,45568,443,6,0,24,0
1,52,338,338,27,51274,6,0,16,0
1,1372,338,338,301,35046,6,0,16,0
2,432,338,338,308,45568,6,0,24,0
1,1492,338,338,334,55866,6,0,16,0
1,40,338,338,47186,443,6,0,4,0
1,68,65535,338,0,1281,1,192,0,0
1,185,338,338,308,45568,6,0,24,0
1,52,338,338,55866,443,6,0,16,0
1,52,338,338,36198,443,6,0,16,0
1,1492,338,338,490,52064,6,0,16,0
1,1492,338,338,405,51584,6,0,16,0
2,2984,338,338,82,53268,6,0,16,0
4,208,338,338,53276,443,6,0,16,0
5,7460,338,338,42,53276,6,0,16,0
1,52,338,338,43066,443,6,0,16,0
1,754,338,338,165,50942,6,0,24,0
1,52,338,338,60884,443,6,0,16,0
3,4410,338,338,317,32968,6,0,24,0
1,52,338,338,52106,443,6,0,16,0
2,2581,338,338,317,32968,6,0,24,0
1,1492,338,338,472,57278,6,0,16,0
1,60,338,338,39128,443,6,0,2,0
1,185,338,338,219,45328,17,0,0,0
4,5968,338,338,416,38522,6,0,16,0
4,208,338,338,38522,443,6,0,16,0
1,60,338,338,80,44652,6,0,18,0
1,52,338,338,44526,443,6,0,16,0
1,1470,338,338,61,51884,6,0,24,0
2,2940,338,338,162,58734,6,0,24,0
1,52,338,338,58734,443,6,0,16,0
1,1492,338,338,102,33906,6,0,16,0
1,1492,338,338,458,40310,6,0,16,0
1,1492,338,338,298,42478,6,0,16,0
1,91,338,338,42370,443,6,0,24,0
1,40,338,338,54642,443,6,0,16,0
1,91,338,338,56674,443,6,0,24,0
1,1492,338,338,296,36672,6,0,16,0
1,1470,338,338,204,55646,6,0,16,0
1,40,338,338,36672,443,6,0,16,0
1,52,338,338,33906,443,6,0,16,0
1,1372,338,338,46,50332,6,0,16,0
1,1492,338,338,410,40922,6,0,16,0
1,90,338,338,92,45526,6,0,24,0
1,569,338,338,39398,443,6,0,24,0
1,1492,338,338,120,52622,6,0,16,0
1,121,338,338,24,39394,6,0,24,0
1,52,338,338,92,59658,6,0,16,0
1,40,338,338,39390,443,6,0,4,0
1,1372,338,338,125,59718,6,0,16,0
1,1470,338,338,437,33186,6,0,16,0
1,1470,338,338,128,40944,6,0,16,0
1,52,338,338,33186,443,6,0,16,0
1,52,338,338,51262,443,6,0,16,0
2,2940,338,338,354,35718,6,0,16,0
1,52,338,338,35718,443,6,0,16,0
1,52,338,338,60378,443,6,0,16,0
1,1470,338,338,505,44690,6,0,16,0
1,52,338,338,44690,443,6,0,16,0
1,52,338,338,302,37240,6,0,16,0
1,52,338,338,40530,443,6,0,16,0
1,52,338,338,38788,443,6,0,16,0
1,1468,338,338,394,48600,6,0,24,0
1,52,338,338,56814,443,6,0,16,0
1,52,338,338,43324,443,6,0,16,0
1,60,338,338,443,38818,6,0,18,0
1,52,338,338,38818,443,6,0,16,0
1,52,338,338,44988,443,6,0,16,0
1,1492,338,338,136,43324,6,0,16,0
1,40,338,338,54418,443,6,0,4,0
5,7460,338,338,411,44988,6,0,16,0
1,52,338,338,283,53834,6,0,16,0
1,52,338,338,41956,443,6,0,16,0
1,1470,338,338,433,54486,6,0,16,0
1,1470,338,338,217,56896,6,0,16,0
2,660,338,338,39234,443,6,0,24,0
1,1470,338,338,336,40544,6,0,24,0
1,754,338,338,319,44644,6,0,24,0
2,104,338,338,35490,443,6,0,16,0
1,52,338,338,379,38704,6,0,16,0
1,1470,338,338,303,35490,6,0,16,0
1,109,338,338,344,33528,17,0,0,0
1,1036,338,338,30,49884,6,0,16,0
1,436,338,338,52562,443,6,0,24,0
1,40,338,338,40890,443,6,0,16,0
1,60,338,338,443,58184,6,0,18,0
1,423,338,338,60142,80,6,0,24,0
2,2708,338,338,367,40798,6,0,24,0
1,401,338,338,55020,443,6,0,24,0
1,431,338,338,45518,80,6,0,24,0
1,1472,338,338,131,50622,6,0,16,0
2,2944,338,338,250,50626,6,0,16,0
1,60,338,338,443,42226,6,0,18,0
1,1470,338,338,410,42226,6,0,24,0
4,208,338,338,58882,443,6,0,16,0
4,5581,338,338,146,58882,6,0,24,0
1,52,338,338,44340,443,6,0,16,0
1,52,338,338,443,56552,6,0,17,0
1,83,338,338,443,52146,6,0,25,0
1,91,338,338,38704,443,6,0,24,0
1,52,338,338,354,45050,6,0,16,0
1,83,338,338,52562,443,6,0,24,0
1,52,338,338,394,48600,6,0,17,0
1,52,338,338,60112,443,6,0,16,0
1,1492,338,338,139,35646,6,0,16,0
1,52,338,338,40922,443,6,0,16,0
1,477,338,338,431,58312,6,0,24,0
2,254,338,338,339,36802,6,0,24,0
1,129,338,338,54786,443,6,0,24,0
1,477,338,338,482,58314,6,0,24,0
1,40,338,338,58318,443,6,0,16,0
1,1492,338,338,22,60112,6,0,16,0
1,1511,338,338,327,60152,6,0,24,0
5,5960,338,338,410,40922,6,0,24,0
1,1088,338,338,325,60148,6,0,24,0
2,1522,338,338,146,49206,6,0,24,0
